m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3
VINCAMINE	26	52	354.1943426919999	328.2420000000001	354.45000000000016	138	0	3	3	0	1	1	2	0	1	1	5	1	5	4	5	2	3	21	1	5	0	3	3	0	2.9525000000000015	98.73980000000006	0.5714285714285714
VITAMIN	31	81	430.3810808399999	380.3170000000002	430.71700000000027	178	0	1	1	0	1	0	1	0	0	0	2	1	2	1	2	12	12	29	1	2	0	3	3	0	8.840260000000002	134.3908	0.7931034482758621
VITAMIN_A_PALMITATE	38	98	524.45933116	464.39400000000035	524.8740000000004	216	1	0	1	0	0	0	0	0	0	0	2	0	2	0	1	20	21	36	0	2	0	0	0	0	11.542499999999986	167.39699999999962	0.6944444444444444
VOGLIBOSE	18	39	267.13180201200004	246.10999999999996	267.278	108	1	0	1	0	0	0	0	1	0	1	8	8	8	0	1	5	5	10	8	8	0	5	5	0	-4.492399999999994	59.55630000000005	1.0
VORICONAZOLE	25	39	349.115044728	335.20400000000006	349.31600000000003	130	0	0	0	0	1	2	3	0	0	0	6	1	9	2	3	5	5	16	1	6	0	2	2	0	2.1769	80.68180000000002	0.25
WARFARIN_SODIUM	23	39	308.104858992	292.20500000000004	308.33299999999997	116	0	0	0	0	2	1	3	0	0	0	4	1	4	1	3	4	4	19	1	4	0	1	1	0	3.609600000000002	87.73180000000002	0.15789473684210525
XYLOSE	10	20	150.05282342	140.04999999999998	150.13	60	0	0	0	0	0	0	0	0	0	0	5	4	5	0	0	4	4	5	4	5	0	3	3	0	-2.7397	31.17019999999999	0.8
ZAFIRLUKAST	41	74	575.2090067759999	542.4230000000002	575.6870000000004	214	1	0	1	2	3	1	4	1	0	1	7	2	10	1	5	8	11	31	2	9	0	0	0	0	5.6959200000000045	156.9096999999997	0.2903225806451613
ZALCITABINE	15	28	211.095691276	198.11699999999996	211.22099999999995	82	0	1	1	0	0	1	1	0	1	1	6	2	6	2	2	2	2	9	3	6	0	2	2	0	-0.5046000000000008	53.139200000000024	0.5555555555555556
ZATEBRADINE	33	69	456.2624222519999	420.29500000000024	456.58300000000025	180	0	1	1	1	2	0	2	0	0	0	6	0	7	1	3	11	11	26	0	7	0	0	0	0	3.2128000000000014	128.89800000000008	0.5
ZOMEPIRAC	20	34	291.066220988	277.622	291.73400000000004	104	0	0	0	0	1	1	2	0	0	0	3	1	5	1	2	4	4	15	1	4	0	0	0	0	2.8450200000000017	76.37430000000003	0.2
