m_name	n_atoms_without_Hydrogen	n_atoms_with_Hydrogen	m_weight	m_avg_weigth	m_weigth_without_Hydrogen	n_radical_electrons	n_valence_electrons	n_aliphatic_carbocycles	n_aliphatic_heterocycles	n_aliphatic_rings	n_amide_bonds	n_aromatic_carbocycles	n_aromatic_heterocycles	n_aromatic_rings	n_saturated_carbocycles	n_saturated_heterocycles	n_saturated_rings	n_HBA	n_HBD	n_hetero_atoms	n_hetero_cycles	n_rings	n_strict_rotable_bonds	n_non_strict_rotable_bonds	n_primary_carbon_atoms	n_HOH	n_O	n_Hydrogen_acceptors	n_Hydrogen_donnors	n_briged_head_atoms	n_atoms_stereo_centers	n_atoms_unspecified_stereo_centers	n_spiro_atoms	m_logp	m_mr	fraction_CSP3	p_meninges
CIMETIDINE	17	33	252.115715512	236.21900000000002	252.347	0	92	0	0	0	0	0	1	1	0	0	0	4	3	7	1	1	5	7	10	3	6	4	3	0	0	0	0	0.5974	69.59710000000003	0.5	0
MARIMASTAT	23	52	331.21072102799997	302.1810000000001	331.41300000000007	0	134	0	0	0	3	0	0	0	0	0	0	5	5	8	0	0	7	11	15	5	8	5	5	0	3	3	0	-0.20809999999999906	84.33340000000005	0.8	0
CEPHALOGLYCIN	28	47	405.09945632800003	386.28000000000014	405.4320000000001	0	148	0	2	2	2	1	0	1	0	1	1	7	3	10	2	3	6	8	18	4	9	7	3	0	3	3	0	-0.011899999999999187	99.68790000000004	0.3333333333333333	0
FLUDROCORTISONE_ACETATE	27	56	380.19990224800006	351.22400000000016	380.4560000000001	0	150	4	0	4	0	0	0	0	3	0	3	5	3	6	0	4	2	2	21	3	5	5	3	0	7	7	0	1.8737	95.49140000000004	0.8095238095238095	0
MESNA	7	13	141.975836052	136.153	142.201	0	44	0	0	0	0	0	0	0	0	0	0	3	2	5	0	0	2	2	2	1	3	3	2	0	0	0	0	-0.19599999999999984	30.2686	1.0	0
SILDENAFIL_CITRATE	33	63	474.20492444	444.34700000000015	474.5870000000004	0	178	0	1	1	0	1	2	3	0	1	1	8	1	11	3	4	7	7	22	1	10	8	1	0	0	0	0	1.6109	125.98550000000006	0.5	0
REMIFENTANIL	27	55	376.1998219959999	348.22900000000016	376.45300000000015	0	148	0	1	1	1	1	0	1	0	1	1	6	0	7	1	2	7	10	20	0	7	6	0	0	0	0	0	2.0003	101.27300000000008	0.55	1
KANAMYCIN_SULFATE	33	69	484.238057972	448.2150000000002	484.50300000000016	0	194	1	2	3	0	0	0	0	1	2	3	15	11	15	2	3	6	6	18	15	15	15	11	0	15	15	0	-7.2913999999999985	107.7922	1.0	0
GEMFIBROZIL	18	40	250.15689456400003	228.16199999999995	250.338	0	100	0	0	0	0	1	0	1	0	0	0	2	1	3	0	1	6	6	15	1	3	2	1	0	0	0	0	3.573240000000002	72.06180000000005	0.5333333333333333	0
ACETOPHENAZINE	29	58	411.198048168	382.33900000000017	411.5710000000003	0	154	0	2	2	0	2	0	2	0	1	1	6	1	6	2	4	7	7	23	1	5	6	1	0	0	0	0	3.491900000000004	118.60030000000008	0.43478260869565216	1
AMPHOTERICIN_B	65	138	923.487849876	850.5069999999997	924.0910000000006	0	368	0	3	3	0	0	0	0	0	2	2	17	12	18	3	3	3	3	47	13	18	17	12	2	19	19	0	0.7117000000000075	236.99119999999942	0.6595744680851063	0
LANSOPRAZOLE	25	39	369.07588234800005	355.25600000000014	369.36800000000017	0	132	0	0	0	0	1	2	3	0	0	0	4	1	9	2	3	5	6	16	1	5	4	1	0	1	1	0	3.515220000000001	86.73010000000004	0.25	0
AMANTADINE	11	28	151.136099544	134.11699999999996	151.253	0	62	4	0	4	0	0	0	0	4	0	4	1	1	1	0	4	0	0	10	2	1	1	1	4	0	0	0	1.9139	45.09040000000002	1.0	1
PERFLUBRON	26	26	497.89119184	498.958	498.958	0	158	0	0	0	0	0	0	0	0	0	0	0	0	18	0	0	6	7	8	0	0	0	0	0	0	0	0	6.348200000000002	49.611000000000004	1.0	0
CLOTRIMAZOLE	25	42	344.10802622400007	327.709	344.845	0	122	0	0	0	0	3	1	4	0	0	0	2	0	3	1	4	4	4	22	0	2	2	0	0	0	0	0	5.376700000000003	101.84300000000002	0.045454545454545456	0
NYLIDRIN	22	47	299.18852904000005	274.21399999999994	299.4140000000001	0	118	0	0	0	0	2	0	2	0	0	0	3	3	3	0	2	7	7	19	3	3	3	3	0	3	3	0	3.4250000000000016	89.88930000000003	0.3684210526315789	0
INDOMETACIN	40	80	561.2645864399999	521.8300000000004	562.1500000000003	0	212	0	0	0	0	2	1	3	0	0	0	5	0	6	1	3	12	14	34	0	5	5	0	0	0	0	0	8.805120000000002	164.48349999999957	0.35294117647058826	0
ROSIGLITAZONE_MALEATE	25	44	357.11471246800005	338.28300000000013	357.435	0	130	0	1	1	2	1	1	2	0	1	1	6	1	7	2	3	7	7	18	1	6	6	1	0	1	1	0	2.490900000000001	98.06570000000002	0.2777777777777778	0
EBASTINE	35	74	469.29807948800004	430.3570000000003	469.66900000000015	0	184	0	1	1	0	3	0	3	0	1	1	3	0	3	1	4	9	10	32	0	3	3	0	0	0	0	0	7.217600000000008	143.9804999999998	0.40625	0
FOLIC_ACID	32	51	441.13968132800005	422.2520000000002	441.40400000000017	0	166	0	0	0	1	1	2	3	0	0	0	9	6	13	2	3	9	10	19	7	13	9	6	0	1	1	0	-0.044799999999999514	111.89460000000004	0.21052631578947367	0
OXYPHENBUTAZONE	24	44	324.14739249999997	304.22000000000014	324.38000000000005	0	124	0	1	1	2	2	0	2	0	1	1	3	1	5	1	3	5	5	19	1	5	3	1	0	1	1	0	3.4934000000000016	92.53580000000002	0.2631578947368421	0
SODIUM_PHENYLBUTYRATE	12	24	164.083729624	152.10799999999998	164.204	0	64	0	0	0	0	1	0	1	0	0	0	1	1	2	0	1	4	4	10	1	2	1	1	0	0	0	0	2.0939	47.01580000000003	0.3	0
ESTRAMUSTINE	29	60	439.16809921199996	409.1630000000001	440.4110000000002	0	160	3	0	3	1	1	0	1	2	0	2	3	1	6	0	4	5	7	23	1	4	3	1	0	5	5	0	5.182000000000007	116.10280000000007	0.6956521739130435	0
TOREMIFENE_CITRATE	29	57	405.185942196	377.7450000000002	405.96900000000005	0	150	0	0	0	0	3	0	3	0	0	0	2	0	3	0	3	9	9	26	0	2	2	0	0	0	0	0	6.215000000000006	124.62800000000004	0.2307692307692308	0
ACETAMINOPHEN/PARACETAMOL	11	20	151.063328528	142.093	151.165	0	58	0	0	0	1	1	0	1	0	0	0	2	2	3	0	1	1	2	8	2	3	2	2	0	0	0	0	1.3505999999999998	42.41050000000002	0.125	1
METIXENE	22	45	309.15512073599996	286.29400000000004	309.47800000000007	0	114	0	2	2	0	2	0	2	0	1	1	2	0	2	2	4	2	2	20	0	1	2	0	0	1	1	0	5.015000000000005	93.68800000000006	0.4	1
CYCLANDELATE	20	44	276.17254462799997	252.18399999999997	276.37600000000003	0	110	1	0	1	0	1	0	1	1	0	1	3	1	3	0	2	3	4	17	1	3	3	1	0	3	3	0	3.4780000000000024	78.07780000000005	0.5882352941176471	0
CEFDINIR	26	39	395.03581051599997	382.31800000000015	395.42200000000014	0	136	0	2	2	2	0	1	1	0	1	1	9	4	12	3	3	5	6	14	5	10	9	4	0	2	2	0	-0.17180000000000062	94.73140000000004	0.21428571428571427	0
CARPHENAZINE	30	61	425.21369823200007	394.35000000000014	425.59800000000035	0	160	0	2	2	0	2	0	2	0	1	1	6	1	6	2	4	8	8	24	1	5	6	1	0	0	0	0	3.882000000000003	123.21730000000008	0.4583333333333333	1
METHOTRIMEPRAZINE	23	47	328.16093438800004	304.289	328.48100000000005	0	122	0	1	1	0	2	0	2	0	0	0	4	0	4	1	3	5	5	19	0	3	4	0	0	1	1	0	4.495600000000005	98.28300000000007	0.3684210526315789	1
GLISOXEPIDE	31	58	449.1732899640001	422.3170000000002	449.5330000000003	0	168	0	1	1	3	1	1	2	0	1	1	7	3	11	2	3	7	10	20	3	10	7	3	0	0	0	0	1.7344199999999994	112.61340000000006	0.45	0
TYROPANOATE_SODIUM	22	40	640.8420874359999	622.8810000000002	641.0250000000002	0	122	0	0	0	1	1	0	1	0	0	0	2	2	7	0	1	7	8	15	2	4	2	2	0	1	1	0	4.892300000000003	113.25150000000004	0.4666666666666667	0
AZATADINE	22	44	290.17829870400004	268.23400000000004	290.41	0	112	1	1	2	0	1	1	2	0	1	1	2	0	2	2	4	0	0	20	0	2	2	0	0	0	0	0	3.707700000000002	90.84000000000003	0.35	1
NICARDIPINE_HYDROCHLORIDE	35	64	479.20563564800005	450.30100000000033	479.53300000000036	0	184	0	1	1	0	2	0	2	0	0	0	8	1	9	1	3	9	11	26	1	9	8	1	0	1	1	0	3.677800000000003	130.12409999999997	0.3076923076923077	0
CLEBOPRIDE	26	50	373.155704688	349.6920000000002	373.8840000000001	0	138	0	1	1	1	2	0	2	0	1	1	4	2	6	1	3	5	6	20	3	5	4	2	0	0	0	0	3.3252000000000024	104.62360000000002	0.35	0
GANCICLOVIR	18	31	255.096753896	242.13	255.234	0	98	0	0	0	0	0	2	2	0	0	0	8	4	9	2	2	5	5	9	5	9	8	4	0	0	0	0	-1.9708999999999992	61.60570000000001	0.4444444444444444	0
TIPRANAVIR	42	75	602.206227816	569.4110000000003	602.6750000000002	0	224	0	1	1	0	2	1	3	0	0	0	6	2	11	2	4	11	12	31	2	7	6	2	0	2	2	0	7.325500000000009	152.28729999999982	0.3548387096774194	0
NALOXONE	24	45	327.147058152	306.2120000000001	327.38000000000005	0	126	2	2	4	0	1	0	1	1	1	2	5	2	5	2	5	2	2	19	2	5	5	2	2	4	4	1	1.3014	87.27060000000004	0.5263157894736842	1
TRIOXSALEN	17	29	228.078644244	216.15099999999995	228.247	0	86	0	0	0	0	1	2	3	0	0	0	3	0	3	2	3	0	0	14	0	3	3	0	0	0	0	0	3.4644600000000016	66.46700000000003	0.21428571428571427	0
NATEGLINIDE	23	50	317.199093724	290.21299999999997	317.4290000000001	0	126	1	0	1	1	1	0	1	1	0	1	2	2	4	0	2	6	7	19	2	4	2	2	0	1	1	0	3.260900000000001	89.99850000000006	0.5789473684210527	0
OXYBUTYNIN	26	57	357.23039385199996	326.2460000000001	357.49400000000014	0	142	1	0	1	0	1	0	1	1	0	1	4	1	4	0	2	7	8	22	1	4	4	1	0	1	1	0	3.342900000000002	103.43680000000006	0.5909090909090909	0
NILUTAMIDE	22	32	317.06234046	307.1430000000001	317.223	0	118	0	1	1	3	1	0	1	0	1	1	4	1	10	1	2	2	3	12	1	7	4	1	0	0	0	0	2.4484000000000004	68.1951	0.3333333333333333	0
PHENOPERIDINE	27	56	367.214743788	338.2570000000001	367.489	0	144	0	1	1	0	2	0	2	0	1	1	4	1	4	1	3	7	8	23	1	4	4	1	0	1	1	0	3.7070000000000025	106.44580000000003	0.43478260869565216	1
PHENDIMETRAZINE	14	31	191.13101416400002	174.13799999999995	191.27400000000003	0	76	0	1	1	0	1	0	1	0	1	1	2	0	2	1	2	1	1	12	0	2	2	0	0	2	2	0	2.0782	57.22700000000004	0.5	1
ETHACRYNIC_ACID	19	31	302.011264224	291.045	303.141	0	102	0	0	0	0	1	0	1	0	0	0	3	1	6	0	1	6	6	13	1	4	3	1	0	0	0	0	3.6057000000000015	73.35430000000005	0.2307692307692308	0
ROSOXACIN	22	36	294.10044230799997	280.198	294.31	0	110	0	0	0	0	1	2	3	0	0	0	4	1	5	2	3	3	3	17	1	5	4	1	0	0	0	0	2.781600000000002	84.07230000000001	0.1176470588235294	0
NEMONAPRIDE	27	53	387.17135475199996	361.70300000000015	387.9110000000002	0	144	0	1	1	1	2	0	2	0	1	1	4	2	6	1	3	6	7	21	2	5	4	2	0	2	2	0	3.783100000000002	109.73590000000006	0.3809523809523809	1
HYDROCODONE	22	43	299.152143532	278.20199999999994	299.37	0	116	2	2	4	0	1	0	1	1	1	2	4	0	4	2	5	1	1	18	0	4	4	0	2	4	4	1	1.9333	81.55800000000005	0.6111111111111112	1
BENZHEXOL	22	53	301.240564612	270.22599999999994	301.474	0	122	1	1	2	0	1	0	1	1	1	2	2	1	2	1	3	5	5	20	1	2	2	1	0	1	1	0	4.330500000000004	91.82180000000008	0.7	1
FORMOTEROL	25	49	344.17360724800005	320.21900000000005	344.41100000000006	0	134	0	0	0	1	2	0	2	0	0	0	5	4	6	0	2	9	9	19	4	6	5	4	0	2	2	0	2.2233	96.91600000000004	0.3157894736842105	0
TADALAFIL	29	48	389.13755608800005	370.2590000000001	389.4110000000002	0	146	0	3	3	2	2	1	3	0	1	1	4	1	7	4	6	1	1	22	1	7	4	1	0	2	2	0	2.2113	104.68170000000003	0.2727272727272727	0
MELPHALAN	19	37	304.07453317599993	287.061	305.20499999999987	0	106	0	0	0	0	1	0	1	0	0	0	3	2	6	0	1	8	8	13	3	4	3	2	0	1	1	0	1.925	79.41020000000003	0.4615384615384616	0
ETIDRONATE_DISODIUM	11	19	205.97452585599999	197.963	206.02700000000002	0	68	0	0	0	0	0	0	0	0	0	0	3	5	9	0	0	2	2	2	5	7	3	5	0	0	0	0	-0.9922000000000002	34.712	1.0	0
ADEFOVIR_DIPIVOXIL	34	66	501.19884961400004	469.2210000000003	501.4770000000002	0	190	0	0	0	0	0	2	2	0	0	0	13	1	14	2	2	11	15	20	2	13	13	1	0	0	0	0	2.702500000000001	121.15890000000006	0.65	0
DELAVIRDINE_MESYLATE	32	60	456.194359756	428.3480000000001	456.57200000000006	0	170	0	1	1	1	1	2	3	0	1	1	6	3	10	3	4	6	7	22	3	9	6	3	0	0	0	0	2.7171000000000003	127.87740000000002	0.3636363636363637	0
DIHYDROTACHYSTEROL	29	75	398.35486609199995	352.30700000000013	398.6750000000001	0	164	3	0	3	0	0	0	0	3	0	3	1	1	1	0	3	5	5	28	1	1	1	1	0	7	7	0	7.720900000000008	125.66580000000008	0.7857142857142857	0
RIFAMPIN	59	117	822.4051232959997	764.4889999999997	822.9529999999995	0	322	0	4	4	1	2	0	2	0	1	1	15	6	16	4	6	4	5	43	6	16	15	6	5	9	9	0	4.3354200000000045	220.4791999999994	0.5348837209302325	0
BUDESONIDE	31	65	430.2355388079999	396.2690000000002	430.54100000000017	0	170	4	1	5	0	0	0	0	3	1	4	6	2	6	1	5	4	4	25	2	6	6	2	0	9	9	0	2.716800000000001	112.86660000000003	0.76	0
MORICIZINE_HYDROCHLORIDE	30	55	427.15657728	402.32600000000025	427.5260000000004	0	158	0	2	2	2	2	0	2	0	1	1	6	1	8	2	4	5	8	22	1	7	6	1	0	0	0	0	4.106600000000003	116.67370000000004	0.3636363636363637	0
FLUOXETINE	22	40	309.134048856	291.1869999999999	309.331	0	118	0	0	0	0	2	0	2	0	0	0	2	1	5	0	2	6	7	17	1	2	2	1	0	1	1	0	4.435000000000003	79.79870000000005	0.29411764705882354	1
CEFTIBUTEN_DIHYDRATE	27	41	410.035476168	396.32100000000014	410.43300000000016	0	142	0	2	2	2	0	1	1	0	1	1	8	4	12	3	3	6	7	15	5	10	8	4	0	2	2	0	-0.048199999999999854	97.49770000000004	0.26666666666666666	0
EPHEDRINE	12	27	165.1153641	150.11599999999996	165.236	0	66	0	0	0	0	1	0	1	0	0	0	2	2	2	0	1	3	3	10	2	2	2	2	0	2	2	0	1.3279	49.923500000000026	0.4	1
PROGLUMETACIN	60	118	843.3973914960001	785.9859999999996	844.45	0	322	0	1	1	2	3	1	4	0	1	1	11	1	14	2	5	21	26	46	1	13	11	1	0	1	1	0	6.164220000000006	231.61869999999925	0.4565217391304348	0
OLMESARTAN_MEDOXOMIL	33	59	446.20663869200007	420.30300000000017	446.51100000000014	0	170	0	0	0	0	2	2	4	0	0	0	7	3	9	2	4	8	8	24	3	9	7	3	0	0	0	0	3.6566000000000014	122.57780000000002	0.2916666666666667	0
CAPECITABINE	25	47	359.14926364399986	337.1780000000001	359.3540000000001	0	140	0	1	1	1	0	1	1	0	1	1	8	3	10	2	2	6	8	15	3	9	8	3	0	4	4	0	0.7602	84.54830000000003	0.6666666666666666	0
TROFOSFAMIDE	17	35	322.017147486	305.444	323.58800000000014	0	102	0	1	1	0	0	0	0	0	1	1	2	0	8	1	1	7	7	9	0	4	2	0	0	1	1	0	2.8352000000000013	73.48150000000005	1.0	0
METHYLTESTOSTERONE	22	52	302.2245802	272.218	302.45800000000014	0	122	4	0	4	0	0	0	0	3	0	3	2	1	2	0	4	0	0	20	1	2	2	1	0	6	6	0	4.269300000000004	87.33380000000004	0.85	0
METHYCLOTHIAZIDE	20	31	358.956803192	349.15600000000006	360.24400000000014	0	112	0	1	1	0	1	0	1	0	0	0	5	2	11	1	2	2	2	9	3	7	5	2	0	1	1	0	0.5983000000000003	75.90470000000002	0.3333333333333333	0
SULFAMETHIZOLE	17	27	270.02451756	260.259	270.339	0	90	0	0	0	0	1	1	2	0	0	0	6	2	8	1	2	3	3	9	3	6	6	2	0	0	0	0	1.2295199999999995	66.30890000000002	0.1111111111111111	0
NAFCILLIN_SODIUM	29	51	414.124942804	392.30700000000013	414.4830000000002	0	152	0	2	2	2	2	0	2	0	2	2	5	2	8	2	4	5	6	21	2	7	5	2	0	3	3	0	2.9401	110.96450000000006	0.3809523809523809	0
ACENOCOUMAROL	26	41	353.0899372	338.2100000000001	353.3300000000001	0	132	0	0	0	0	2	1	3	0	0	0	6	1	7	1	3	5	5	19	1	7	6	1	0	1	1	0	3.5178000000000016	94.38620000000002	0.15789473684210525	0
FLAVOXATE	29	54	391.17835828	366.26700000000017	391.46700000000016	0	150	0	1	1	0	2	1	3	0	1	1	5	0	5	2	4	5	6	24	0	5	5	0	0	0	0	0	4.411120000000004	113.23050000000002	0.3333333333333333	0
ARBIDOL	29	54	476.07692576	452.22400000000016	477.42400000000015	0	154	0	0	0	0	2	1	3	0	0	0	6	1	7	1	3	7	8	22	1	5	6	1	0	0	0	0	5.177000000000005	121.63430000000008	0.3181818181818182	0
DIAZEPAM	20	33	284.07164071600005	271.64199999999994	284.746	0	100	0	1	1	1	2	0	2	0	0	0	2	0	4	1	3	1	1	16	0	3	2	0	0	0	0	0	3.1538000000000017	81.81000000000003	0.125	1
DUTASTERIDE	37	67	528.22114752	498.29700000000014	528.5370000000001	0	202	3	1	4	2	1	0	1	3	0	3	2	2	10	1	5	2	5	27	2	4	2	2	0	7	7	0	6.576100000000006	124.02240000000003	0.6296296296296297	0
DOXAZOSIN_MESYLATE	33	58	451.1855689	426.2830000000003	451.4830000000002	0	172	0	2	2	1	2	1	3	0	1	1	9	1	10	3	5	4	5	23	2	10	9	1	0	1	1	0	1.7177999999999995	122.20040000000002	0.3478260869565217	0
AMBROXOL	18	36	375.97858739599997	359.96400000000017	378.1080000000002	0	100	1	0	1	0	1	0	1	1	0	1	3	3	5	0	2	3	3	13	4	3	3	3	0	0	0	0	3.1869000000000014	81.35690000000002	0.5384615384615384	0
RISPERIDONE	30	57	410.211804324	383.27700000000016	410.49300000000017	0	158	0	2	2	0	1	2	3	0	1	1	6	0	7	4	5	4	4	23	0	6	6	0	0	0	0	0	3.5904200000000026	112.25800000000004	0.5217391304347826	1
TAMSULOSIN_HYDROCHLORIDE	28	56	408.171892996	380.29600000000016	408.52000000000015	0	154	0	0	0	0	2	0	2	0	0	0	6	2	8	0	2	11	11	20	3	7	6	2	0	1	1	0	2.3409	108.64190000000004	0.4	0
METHYLPREDNISOLONE	27	57	374.20932405999986	344.23700000000014	374.47700000000015	0	148	4	0	4	0	0	0	0	3	0	3	5	3	5	0	4	2	2	22	3	5	5	3	0	8	8	0	1.8036000000000003	99.59540000000004	0.7272727272727273	1
DELORAZEPAM	20	30	304.0170183	295.08399999999995	305.164	0	100	0	1	1	1	2	0	2	0	0	0	2	1	5	1	3	1	1	15	1	3	2	1	0	0	0	0	3.7829000000000015	82.03970000000002	0.06666666666666668	1
BUTOBARBITONE	15	31	212.116092372	196.121	212.249	0	84	0	1	1	4	0	0	0	0	1	1	3	2	5	1	1	3	3	10	2	5	3	2	0	1	1	0	0.7948999999999998	53.86040000000002	0.7	1
ISOCARBOXAZID	17	30	231.100776656	218.15099999999995	231.255	0	88	0	0	0	1	1	1	2	0	0	0	4	2	5	1	2	4	5	12	2	5	4	2	0	0	0	0	1.41762	61.98790000000003	0.16666666666666666	1
DOFETILIDE	29	56	441.139212964	414.35900000000015	441.57500000000016	0	160	0	0	0	0	2	0	2	0	0	0	6	2	10	0	2	11	11	19	2	8	6	2	0	0	0	0	1.9829	116.51300000000003	0.3684210526315789	0
PHENAZOPYRIDINE	16	27	213.101445352	202.156	213.24400000000003	0	80	0	0	0	0	1	1	2	0	0	0	5	2	5	1	2	2	2	11	4	5	5	2	0	0	0	0	2.6613999999999995	63.67980000000002	0.0	0
TRICLOFOS_SODIUM	10	14	227.891278278	225.351	229.383	0	62	0	0	0	0	0	0	0	0	0	0	2	2	8	0	0	2	3	2	2	4	2	2	0	0	0	0	1.4658999999999998	38.28610000000001	1.0	0
OXYCODONE	23	44	315.147058152	294.201	315.369	0	122	2	2	4	0	1	0	1	1	1	2	5	1	5	2	5	1	1	18	1	5	5	1	2	4	4	1	1.0481999999999998	83.01780000000005	0.6111111111111112	1
NIZOFENONE	29	50	412.130218212	391.7090000000002	412.8770000000002	0	150	0	0	0	0	2	1	3	0	0	0	6	0	8	1	3	8	8	21	0	7	6	0	0	0	0	0	4.506700000000005	111.72790000000003	0.2380952380952381	1
AMOXICILLIN	25	44	365.10454170800006	346.25900000000007	365.4110000000002	0	134	0	2	2	2	1	0	1	0	2	2	6	4	9	2	3	4	5	16	5	8	6	4	0	4	4	0	0.023700000000000443	90.69370000000004	0.4375	0
BENDROFLUMETHIAZIDE	27	41	421.037782588	407.31000000000006	421.42200000000014	0	146	0	1	1	0	2	0	2	0	0	0	5	3	12	1	3	3	4	15	4	7	5	3	0	1	1	0	1.6254	90.69540000000003	0.2	0
SIMVASTATIN	30	68	418.2719243159999	380.27000000000015	418.5740000000001	0	168	2	1	3	0	0	0	0	0	1	1	5	1	5	1	3	6	7	25	1	5	5	1	0	7	7	0	4.585600000000005	115.45480000000006	0.76	0
RIFAPENTINE	63	127	876.4520734879998	812.5329999999997	877.0449999999993	0	344	1	4	5	1	2	0	2	1	1	2	15	6	16	4	7	5	6	47	6	16	15	6	5	9	9	0	5.648220000000007	236.81119999999927	0.5744680851063829	0
VANCOMYCIN_HYDROCHLORIDE	101	177	1446.4349506719996	1371.6749999999993	1448.2830000000006	0	542	0	7	7	6	5	0	5	0	2	2	25	18	34	7	12	13	14	67	20	32	25	18	11	18	18	0	1.1968000000000056	350.4750000000006	0.4328358208955224	0
NORETHINDRONE	22	48	298.193280072	272.218	298.426	0	118	4	0	4	0	0	0	0	3	0	3	2	1	2	0	4	0	0	20	1	2	2	1	0	6	6	0	3.4925000000000024	85.87580000000004	0.75	0
PHENACEMIDE	13	23	178.07422756	168.111	178.19099999999997	0	68	0	0	0	3	1	0	1	0	0	0	2	2	4	0	1	2	4	9	3	4	2	2	0	0	0	0	0.4240000000000001	47.87210000000002	0.1111111111111111	1
MEPYRAMINE	21	44	285.18411235599996	262.20699999999994	285.39099999999996	0	112	0	0	0	0	1	1	2	0	0	0	4	0	4	1	2	7	7	17	0	4	4	0	0	0	0	0	2.6584000000000003	86.83500000000005	0.35294117647058826	1
CICLETANINE	18	30	261.055656304	249.61199999999997	261.708	0	92	0	1	1	0	1	1	2	0	0	0	3	1	4	2	3	1	1	14	1	3	3	1	0	1	1	0	3.3686200000000017	68.72280000000003	0.21428571428571427	0
PROBENECID	19	38	285.1034790880001	266.213	285.365	0	106	0	0	0	0	1	0	1	0	0	0	3	1	6	0	1	7	7	13	1	5	3	1	0	0	0	0	2.1955	72.74210000000005	0.4615384615384616	0
TRANYLCYPROMINE	10	21	133.08914935200002	122.10599999999998	133.19399999999996	0	52	1	0	1	0	1	0	1	1	0	1	1	1	1	0	2	1	1	9	2	1	1	1	0	2	2	0	1.5012	41.77540000000001	0.3333333333333333	1
ROSUVASTATIN	33	61	481.1682848359999	453.3220000000002	481.54600000000033	0	180	0	0	0	0	1	1	2	0	0	0	7	3	11	1	2	10	10	22	3	9	7	3	0	2	2	0	2.401700000000001	122.67920000000008	0.4090909090909091	0
CHLORDIAZEPOXIDE	21	35	299.082539748	285.64899999999994	299.761	0	106	0	1	1	0	2	0	2	0	0	0	3	1	5	1	3	1	2	16	1	4	3	1	0	0	0	0	2.950700000000001	85.75410000000002	0.125	1
TETRACYCLINE_HYDROCHLORIDE	32	56	444.153265728	420.24800000000016	444.44000000000017	0	170	3	0	3	1	1	0	1	0	0	0	9	6	10	0	4	2	2	22	7	10	9	6	0	5	5	0	-0.2143999999999982	109.5409	0.4090909090909091	0
TOCAINIDE_HYDROCHLORIDE	14	30	192.12626313200002	176.13399999999996	192.262	0	76	0	0	0	1	1	0	1	0	0	0	2	2	3	0	1	2	3	11	3	3	2	2	0	1	1	0	1.5891399999999998	58.19510000000002	0.3636363636363637	0
SULTHIAME	18	32	290.039498928	276.254	290.3660000000001	0	100	0	1	1	0	1	0	1	0	1	1	4	1	8	1	2	2	2	10	2	6	4	1	0	0	0	0	0.2640000000000001	68.18200000000003	0.4	1
LEFLUNOMIDE	19	28	270.06161218799997	261.138	270.21	0	100	0	0	0	1	1	1	2	0	0	0	3	1	7	1	2	2	4	12	1	4	3	1	0	0	0	0	3.254120000000001	60.63720000000001	0.16666666666666666	0
CARBAMAZEPINE	18	30	236.09496300400002	224.178	236.274	0	88	0	1	1	2	2	0	2	0	0	0	1	1	3	1	3	0	1	15	2	3	1	1	0	0	0	0	3.3872000000000018	73.53440000000002	0.0	1
FELBAMATE	17	31	238.095356928	224.131	238.24299999999997	0	92	0	0	0	2	1	0	1	0	0	0	4	2	6	0	1	5	7	11	4	6	4	2	0	0	0	0	0.9608000000000004	60.25380000000003	0.2727272727272727	1
CHLORZOXAZONE	11	15	168.993056048	165.535	169.56699999999995	0	56	0	0	0	0	1	1	2	0	0	0	2	1	4	1	2	0	0	7	1	3	2	1	0	0	0	0	1.7744999999999995	41.8447	0.0	1
AMINOCAPROIC_ACID	9	22	131.094628656	118.07099999999996	131.175	0	54	0	0	0	0	0	0	0	0	0	0	2	2	3	0	0	5	5	6	3	3	2	2	0	0	0	0	0.5901000000000001	35.158199999999994	0.8333333333333334	0
DESIPRAMINE	20	42	266.17829870400004	244.21199999999996	266.388	0	104	0	1	1	0	2	0	2	0	0	0	2	1	2	1	3	4	4	18	1	2	2	1	0	0	0	0	3.5328000000000026	85.84170000000005	0.3333333333333333	1
TIOPRONIN	10	19	163.030314148	154.12599999999995	163.19799999999998	0	58	0	0	0	1	0	0	0	0	0	0	3	3	5	0	0	3	4	5	2	4	3	3	0	1	1	0	-0.4945000000000005	39.0935	0.6	0
PIMOZIDE	34	63	461.227868988	432.3240000000001	461.556	0	176	0	1	1	0	3	1	4	0	1	1	3	1	6	2	5	7	7	28	1	4	3	1	0	0	0	0	5.8570000000000055	131.1467	0.32142857142857145	1
CEFETAMET	26	41	397.05146058000014	382.31800000000015	397.4380000000001	0	138	0	2	2	2	0	1	1	0	1	1	9	3	12	3	3	5	6	14	4	10	9	3	0	2	2	0	-0.16569999999999918	95.4309	0.35714285714285715	0
MYCOPHENOLATE_MOFETIL	31	62	433.210052332	402.25300000000016	433.5010000000004	0	170	0	2	2	0	1	0	1	0	1	1	8	1	8	2	3	9	10	23	1	8	8	1	0	0	0	0	2.524020000000001	113.42830000000004	0.5652173913043478	0
BEZAFIBRATE	25	45	361.10808579999986	341.66500000000013	361.8250000000001	0	132	0	0	0	1	2	0	2	0	0	0	3	2	6	0	2	7	8	19	2	5	3	2	0	0	0	0	3.5545000000000013	96.27400000000006	0.2631578947368421	0
